-1.2412,0.2704,-0.1846,,170
-1.366,0.421,-0.4382,,150
-1.2298,0.3575,-0.0826,,170
-1.7786,0.3828,-0.2393,,250
-1.4407,0.3526,-0.2329,,210
-1.1854,0.4024,0.0572,,200
-1.3638,0.5867,-0.2205,,225
-1.2533,0.4314,-0.0177,,185
