2.0172,0.0172,0.0190
0.8316,-1.1685,0.0190
0.7897,-1.2103,0.0190
0.5906,-1.4095,0.0190
0.7920,-1.2082,0.0190
1.0146,-0.9854,0.0190
2,0.0000,0.0190
0.4081,-2.4080,0.0190
0.6033,-2.6033,0.0190
0.5085,-2.5085,0.0190
0.4044,-2.4043,0.0190
0.3022,-2.3019,0.0190
0.1498,-1.8502,0.0190
0.4104,-1.5896,0.0190
0.4401,-2.4397,0.0190
0.6377,-2.6377,0.0190
0.1477,-2.1456,0.0190
0.2003,-2.2003,0.0190
0.1185,-2.1185,0.0190
0.5803,-2.5803,0.0190
0.3702,-1.6302,0.0190
0.3272,-1.6730,0.0190
0.0547,-2.0369,0.0190
0.8687,-1.1314,0.0190
0.5877,-2.5876,0.0190
0.3270,-1.6735,0.0190
0.8203,-1.1798,0.0190
0.5441,-1.4559,0.0190
0.5227,-2.5227,0.0190
0.4303,-2.4299,0.0190
0.1967,-2.1962,0.0190
0.5013,-1.4987,0.0190
0.0612,-2.0607,0.0190
0.0390,-2.0277,0.0190
2,0.0000,0.0199
0.2208,-2.2204,0.0190
0.5441,-1.4560,0.0190
0.5340,-1.4660,0.0190
0.1148,-1.8918,0.0190
0.2988,-1.7013,0.0190
0.5668,-1.4333,0.0190
0.6185,-1.3815,0.0190
0.4862,-1.5139,0.0190
0.2789,-1.7213,0.0190
